qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R6-B-Q006,R6-後半-main-6,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.6,,"下図のネットワーク式工程表に関する次の記述のうち,適当でないものはどれか。 ただし,図中のイベント間のA〜Kは作業内容,数字は作業日数を示す。 C D 3 8日6日 A B E F J 01245 5日5日6日7日6日 G H I K 6789 3日7日6日7日",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q007,R6-後半-main-7,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.7,,"特定元方事業者が,その労働者及び関係請負人の労働者の作業が同一の場所において 行われることによって生ずる労働災害を防止するために講ずべき措置等に関する次の記 述のうち,労働安全衛生法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q008,R6-後半-main-8,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.8,,"安全衛生管理体制に関する次の記述のうち,労働安全衛生法令上,誤っているものは どれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q009,R6-後半-main-9,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.9,,"建設工事の労働災害防止対策に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q010,R6-後半-main-10,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.10,,"足場,作業床の組立て等に関する次の記述のうち,労働安全衛生法令上, 誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q011,R6-後半-main-11,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.11,,"土工工事における明り掘削の作業にあたり事業者が講じなければならない措置に関す る次の記述のうち,労働安全衛生法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q012,R6-後半-main-12,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.12,,"建設工事における墜落災害の防止に関する次の記述のうち,事業者が講じなければな らない措置として,労働安全衛生法令上,正しいものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q013,R6-後半-main-13,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.13,,"コンクリート構造物の解体作業に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q014,R6-後半-main-14,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.14,,"道路のアスファルト舗装の品質管理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q015,R6-後半-main-15,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.15,,"路床や路盤の品質管理に用いられる試験方法に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q016,R6-後半-main-16,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.16,,"JIS A 5308に準拠したレディーミクストコンクリートの受入れ検査に関する次の記 述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q017,R6-後半-main-17,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.17,,"建設工事に伴う環境保全対策に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q018,R6-後半-main-18,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.18,,"建設工事における土壌汚染対策に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q019,R6-後半-main-19,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.19,,"建設工事に係る資材の再資源化等に関する法律(建設リサイクル法)に関する次の 記述のうち,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q020,R6-後半-main-20,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.20,,"廃棄物の処理及び清掃に関する法律に関する次の記述のうち,誤っているものは どれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q021,R6-後半-supplementary-1,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.21,,"仮設工事計画立案の留意事項に関する下記の文章中ののS〜Tに当てはま る語句の組合せとして,適当なものは次のうちどれか。 ・仮設工事計画では,取扱いが容易で S を心がけると共に,作業員不足を考慮し,省 力化が図れる計画とする。 ・仮設工事計画では,材料は U を使用し,可能な限り V を統一する。また,他 工事にも転用できるような計画とする。 ・仮設工事計画では,仮設物の運搬,設置,運用,メンテナンス,撤去等の面から T に考 慮する。 S U V T",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q022,R6-後半-supplementary-2,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.22,,"工事の施工に伴う関係機関への届出及び許可に関する下記の1〜4の記述のうち, 適当なものの数は次のうちどれか。 1打設しようとするコンクリート構造物において,型枠支保工の支柱高さが3.5 m 以 上の場合は,所轄の労働基準監督署長に工事の計画を届け出なければならない。 2道路上に工事用板囲,足場,詰所その他の工事用施設を設置し,継続して道路を使用 する者は,道路管理者から道路占用許可を受けなければならない。 3特殊な車両にあたる自走式建設機械を通行させようとする者は,所轄の警察署長に申 請し,特殊車両の通行許可を受けなければならない。 4つり足場又は張出し足場以外の足場で,高さが10 m 以上,組立てから解体までの期間 が60日以上の場合は,市町村長に工事の計画を届け出なければならない。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q023,R6-後半-supplementary-3,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.23,,"土留め工の施工に関する下記の文章中ののS〜Tに当てはまる語句の組合 せとして,適当なものは次のうちどれか。 ・親杭横矢板壁は,壁面に S がないため,地下水の状況に注意を払い,必要に応じて地 下水位低下工法等の検討を行う。 ・鋼杭の現場継手を溶接で行う場合,原則として U を用いる。 ・油圧圧入工法を硬質地盤に適用する場合で,ウォータジェット等を併用する際には, V に注意する。 ・親杭及び鋼矢板の割付けは,隅角部の T や隅矢板等の形状を考慮して計画を行う。 S U V T",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q024,R6-後半-supplementary-4,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.24,,"施工計画における建設機械の選定に関する下記の1〜4のOつの記述のうち, 適当なもののみを全てあげている組合せは次のうちどれか。 1組合せ建設機械の選定においては,従作業の施工能力は主作業の施工能力と同等, あるいは幾分高めにする。 2組合せ建設機械の選定においては,主要機械の能力を最大限に発揮させるため作業体 系を並列化する。 3建設機械の選定においては,作業量をできるだけ平滑化し,施工期間中の使用機械の 必要量が大きく変動しないように計画するのが原則である。 4建設機械の選定においては,機械の能力・性能,作業場の面積等により最も適したも のを選定し,その機械が平均能率を発揮できる施工法を選定する。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q025,R6-後半-supplementary-5,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.25,,"工程管理に用いる工程表に関する下記の1〜4のOつの記述のうち,適当なものの数 は次のうちどれか。 1ガントチャート及びバーチャートは,一般に広く用いられている横線式の工程表であ り,バーチャートはガントチャートから発展したものである。 2ガントチャートは,各作業を施工の順序に矢印で左から右に結び,工事全体を網状の 矢線図で表したもので,工程遅延の処置ではどの作業を早めたら良いかを的確に判断 できる。 3バーチャートは,作業の流れが左から右に移行していくことで,進捗度合いがわかる が,各作業の所要日数がわからない。 4バーチャートの作成には,全作業が工期内に完成できるように,各作業の所要時間と 施工期間,施工順序を勘案のうえ,各作業を工程表に割り付ける。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q026,R6-後半-supplementary-6,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.26,,"工程管理を行う上で,品質・工程・原価に関する下記の文章中ののS〜T に当てはまる語句の組合せとして,適当なものは次のうちどれか。 ・品質と原価との関係は,悪い品質のものは一般的に安くでき,良い品質のものは原価が S なる。 ・品質と工程との関係は,品質の良いものは一般的に時間がかかり,施工を速めて突貫作業をす ると品質は U なる。 ・工程と原価との関係は,施工を速めていくと原価は段々安くなるが,さらに施工を速めて突貫作 業を行うと原価は V なる。 ・品質・工程・原価との間には相反する性質があり, T して計画することが大切である。 S U V T",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q027,R6-後半-supplementary-7,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.27,,"工程管理曲線(バナナ曲線)を用いた工程管理に関する下記の1〜4のOつの記述の うち,適当なもののみを全てあげている組合せは次のうちどれか。 1予定工程曲線が許容限界内に入っているときは,S形工程曲線の中期における工程 をできるだけ急な勾配になるように工程を調整する。 2実施工程曲線が予定工程曲線の下方限界に接近しているときは,できるだけこの状 態を維持するように工程を進行させる。 3予定工程曲線が許容限界からはずれるときには,一般に不合理な工程計画と考えられ るので,再検討を要する。 4実施工程曲線がバナナ曲線の上方限界を超えたときは,工程が進み過ぎているので, 必要以上に大型機械を入れている等,不経済になっていないか検討する。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q028,R6-後半-supplementary-8,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.28,,"車両系建設機械を用いる作業の安全確保のために事業者が講じなければならない措 置に関する下記の1〜4のOつの記述のうち,労働安全衛生法令上,正しいものの数 は次のうちどれか。 1車両系建設機械は路肩や傾斜地等における転倒又は転落に備え,転倒時保護構造を有 し,かつ,シートベルトを備えたもの以外の機械を使用しないように努めなければなら ない。 2車両系建設機械のうち,コンクリートポンプ車における輸送管等の組立てや解体では, 作業方法や手順を定めて労働者に周知させ,かつ,作業主任者を指名して直接指揮 にあたらせなければならない。 3車両系建設機械のブーム,アーム等を上げ,その下で修理や点検等の作業を行うとき は,不意な降下防止のため,労働者に安全支柱や安全ブロック等を使用させなければ ならない。 4車両系建設機械の運転について誘導者を置くときは,一定の合図を定め,誘導者に当 該合図を行わせなければならない。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q029,R6-後半-supplementary-9,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.29,,"移動式クレーンの安全確保に関する措置のうち,下記の文章中ののS〜T に当てはまる語句の組合せとして,クレーン等安全規則上,正しいものは次のうちど れか。 ・クレーン機能付き油圧ショベルを小型移動式クレーンとして使用する場合,車両系建設機械の 運転技能講習を修了している者を,クレーン作業の運転者として従事させることが S 。 ・移動式クレーンの定格荷重とは,フックやグラブバケット等のつり具の重量を U 荷 重をいい,ブームの傾斜角や長さにより変化する。 ・移動式クレーンを用いて作業を行うときは, V に,巻過防止装置,過負荷警報装置等 の機能について点検を行わなければならない。 ・移動式クレーンを用いる作業においては,移動式クレーンの運転者が単独で作業する場合を除 き, T を行うものを指名しなければならない。 S U V T",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q030,R6-後半-supplementary-10,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.30,,"建設工事における埋設物ならびに架空線等上空施設の保安措置に関する下記の1〜4 のOつの記述のうち,適当なもののみを全てあげている組合せは次のうちどれか。 1施工者は,管理者の不明な埋設物を発見した場合,必要に応じて専門家の立会いを求 め,埋設物に関する調査を再度行い,安全を確認した後に措置しなければならない。 2架空線等上空施設に近接して工事を行う場合は,必ず発注者に施工方法の確認や立会 いを求める。 3架空線等上空施設に近接した工事の施工にあたっては,架空線等と機械,工具,材料 等について安全な離隔を確保する。 4施工者は,試掘等によって埋設物を確認した場合においては,その位置(平面・深さ) や周辺地質の状況等の情報を埋設物の管理者等に報告しなければならない。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q031,R6-後半-supplementary-11,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.31,,"酸素欠乏等のおそれのある工事を行う際,事業者が講じなければならない措置に関す る下記の1〜4のOつの記述のうち,酸素欠乏症等防止規則上,正しいものの数は次 のうちどれか。 1第一種酸素欠乏危険作業に係る業務に労働者を就かせるときは,作業指揮者に対し, 酸素欠乏症の防止等に関する特別の教育を行わなければならない。 2硫化水素の発生のおそれがある第二種酸素欠乏危険作業に係る作業場では,酸素濃度 及び硫化水素濃度を測定した上で作業に着手しなければならない。 3労働者が酸素欠乏症等にかかって転落するおそれがあるときは,労働者に要求性能墜 落制止用器具その他の命綱を使用させなければならない。 4労働者が酸素欠乏症等にかかったときは遅滞なく,その旨を当該作業を行う場所を管 轄する労働基準監督署長に報告しなければならない。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q032,R6-後半-supplementary-12,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.32,,"品質管理の測定値をプロットしたときの管理図の点の並び方に関する下記の1〜4の記 述のうち,適当なもののみを全てあげている組合せは次のうちどれか。 1点が管理限界線内の範囲にあり,中心線の近くに全ての点が集まる場合は,品質が安 定しているので改善の必要はない。 2点が管理限界線内の範囲にあっても,管理限界線に接近してしばしば現われたら,工程 に異常があったと考えられる。 3点が管理限界線内の範囲にあり,連続して上昇又は下降するような傾向がない場合 は,品質が安定しているので改善の必要はない。 4点が管理限界線内の範囲にあっても,中心線に対して,上下どちらか一方の側に並ん でいた場合は,工程に異常があったと考えられる。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q033,R6-後半-supplementary-13,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.33,,"情報化施工におけるTS(トータルステーション)・GNSS(全球測位衛星システム) を用いた盛土の締固め管理に関する下記の文章中ののS〜Tに当てはまる 語句の組合せとして,適当なものは次のうちどれか。 ・TS・GNSS を用いて締固め機械の走行記録をもとに,盛土の締固め管理をする方法は, S の一つである。 ・TS・GNSS を用いた盛土の締固め管理は,締固め機械の走行位置をリアルタイムに計測し, U を確認する。 ・盛土材料をまき出す際は,盛土施工範囲の全面にわたって,試験施工で決定したまき出し厚 V のまき出し厚となるように管理する。 ・盛土材料を締め固める際は,盛土施工範囲の全面にわたって, T だけ締め固めたこと を示す色が車載パソコンのモニタに表示されるまで締め固める。 S U V T",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q034,R6-後半-supplementary-14,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.34,,"鉄筋の継手に関する下記の1〜4のOつの記述のうち,適当なものの数は次のうちど れか。 1重ね継手における重ね合わせ長さは,鉄筋の径に関わらず一定とする。 2重ね継手では,焼なまし鉄線を長く巻くほど継手の強度が向上する。 3ガス圧接継手では,径が少しでも異なる鉄筋同士は,接合してはならない。 4モルタル充塡継手では,施工後にモルタルが排出孔から排出していることを確認す る。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R6-B-Q035,R6-後半-supplementary-15,ability,3,,,,,false,,,令和6年度第一次検定 後半 No.35,,"微破壊・非破壊試験によるコンクリート構造物の強度測定に関する下記の1〜4のO つの記述のうち,適当なもののみを全てあげている組合せは次のうちどれか。 1リバウンドハンマによるコンクリート表層の反発度は,コンクリートの含水状態や中 性化等の影響を受けることもあり,一定以上の材齢が経過したコンクリートの圧縮 強度を精度良く推定することは困難である。 2超音波法によるコンクリートの強度推定は,構造物中の鉄筋の影響を受けないので, 配筋状況によらず任意の位置で実施することができる。 3衝撃弾性波法でコンクリートの強度を精度良く推定するためには,強度を推定しよう とするコンクリートごとに,伝播する弾性波の速度と強度の関係を事前に求めておく 必要がある。 4圧縮強度試験を小径コア(φ 50 mm 以下として)で行うときには,通常用いられて いるφ 100 mm コアに対する強度補正方法が確立されている方法で行う。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R7-A-Q001,R7-前半-main-1,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.1,,"下図の土の構成を表した模式図の記号を用いて,湿潤密度ρtと間隙率nを求め る式の次の組合せのうち,適当なものはどれか。 土の構成の模式図 [湿潤密度ρt] [間隙率n] m Vv",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q002,R7-前半-main-2,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.2,,"下図のコンシステンシー限界に関する下記の文章中ののB,C,Dに当て はまる語句の次の組合せのうち,適当なものはどれか。 コンシステンシー限界と土の状態との関係 ・土が塑性状から液状に移るときの境界の含水比を, B という。 ・土が塑性状から半固体状に移るときの境界の含水比を, C という。 ・土の含水比を,ある量以下に減じてもその体積が減少しない状態の含水比を,収縮限界という。 ・ B と C の含水比の幅を, D という。 B C D",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q003,R7-前半-main-3,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.3,,"下図の単純梁に集中荷重P が作用した場合の曲げモーメント図として,適当なもの は次の図のうちどれか。 ただし,梁の自重は考慮しないものとする。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q004,R7-前半-main-4,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.4,,"下図は引張力と引張応力との関係を表しているが,Iのように直径D の部材の両端 に軸に沿って離れ合う向きの一対の外力P が作用しているとき,Bのように部材の軸 に沿って引張力が生じることとなる。この場合Lのように断面に生じる,引張応力σt を表す次の式のうち,正しいものはどれか。 4P",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q005,R7-前半-main-5,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.5,,"下図の内径D の管路内を水深で流れる流量Qを求める次の式のうち,適当なもの 2 はどれか。 ただし,n は粗度係数,I は動水勾配を表す。 2 1 πD D 31",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q006,R7-前半-main-6,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.6,,"土の原位置試験の結果の利用に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q007,R7-前半-main-7,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.7,,"道路盛土等の材料として現場発生土を使用する場合の,留意点に関する次の記述の うち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q008,R7-前半-main-8,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.8,,"TS(トータルステーション)・GNSS(全球測位衛星システム)を用いた盛土の情報 化施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q009,R7-前半-main-9,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.9,,"土工における土量の変化率に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q010,R7-前半-main-10,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.10,,"軟弱地盤対策工法に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q011,R7-前半-main-11,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.11,,"コンクリート用細骨材の品質に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q012,R7-前半-main-12,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.12,,"コンクリート用骨材に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q013,R7-前半-main-13,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.13,,"コンクリート用混和材料に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q014,R7-前半-main-14,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.14,,"寒中コンクリート及び暑中コンクリートの施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q015,R7-前半-main-15,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.15,,"コンクリートの打込みに関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q016,R7-前半-main-16,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.16,,"鉄筋の加工・組立に関する次の記述のうち,適当でないものはどれか。 2",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q017,R7-前半-main-17,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.17,,"道路橋で用いられる基礎形式の種類とその特徴に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q018,R7-前半-main-18,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.18,,"鋼管杭の現場溶接の施工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q019,R7-前半-main-19,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.19,,"場所打ち杭工法の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q020,R7-前半-main-20,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.20,,"各種土留め工の特徴に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q021,R7-前半-main-1,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.21,,"鋼道路橋の架設上の留意事項に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q022,R7-前半-main-2,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.22,,"鋼道路橋の溶接施工上の留意事項に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q023,R7-前半-main-3,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.23,,"鋼橋に用いる耐候性鋼材に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q024,R7-前半-main-4,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.24,,"アルカリシリカ反応が生じたコンクリート構造物の補修・補強に関する次の記述の うち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q025,R7-前半-main-5,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.25,,"下図に示す(1)〜(4)のコンクリート構造物のひび割れのうち,コンクリートの沈下や ブリーディングにより施工後の比較的早い時期に発生すると考えられるものは,次の うちどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q026,R7-前半-main-6,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.26,,"河川堤防の盛土施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q027,R7-前半-main-7,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.27,,"河川護岸に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q028,R7-前半-main-8,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.28,,"堤防を開削する場合の仮締切工の施工に関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q029,R7-前半-main-9,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.29,,"砂防堰堤の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q030,R7-前半-main-10,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.30,,"地すべり防止工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q031,R7-前半-main-11,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.31,,"急傾斜地崩壊防止工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q032,R7-前半-main-12,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.32,,"道路のアスファルト舗装における路床の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q033,R7-前半-main-13,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.33,,"道路のアスファルト舗装における上層路盤の施工に関する次の記述のうち, 適当なものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q034,R7-前半-supplementary-1,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.34,,"道路のアスファルト舗装における基層・表層の施工に関する次の記述のうち, 適当なものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q035,R7-前半-supplementary-2,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.35,,"道路のアスファルト舗装の各種補修工法に関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q036,R7-前半-supplementary-3,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.36,,"道路の排水性舗装に用いるポーラスアスファルト混合物の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q037,R7-前半-supplementary-4,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.37,,"道路のセットフォーム工法による普通コンクリート舗装の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q038,R7-前半-supplementary-5,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.38,,"ダムの基礎処理として行うグラウチングに関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q039,R7-前半-supplementary-6,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.39,,"ダムのコンクリートの打込みに関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q040,R7-前半-supplementary-7,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.40,,"トンネルの山岳工法における掘削工法に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q041,R7-前半-supplementary-8,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.41,,"トンネルの山岳工法における覆工コンクリートの施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q042,R7-前半-supplementary-9,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.42,,"海岸堤防の根固工の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,A,,,published,2026-02-14T15:19:12.782220
R7-A-Q043,R7-前半-supplementary-10,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.43,,"消波工の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,B,,,published,2026-02-14T15:19:12.782220
R7-A-Q044,R7-前半-supplementary-11,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.44,,"ケーソンの施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,D,,,published,2026-02-14T15:19:12.782220
R7-A-Q045,R7-前半-supplementary-12,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.45,,"港湾における浚渫工事のための事前調査に関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
R7-A-Q046,R7-前半-supplementary-13,ability,3,,,,,false,,,令和7年度第一次検定 前半 No.46,,"鉄道のコンクリート路盤の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,C,,,published,2026-02-14T15:19:12.782220
